deltaT,dairy_network,no_of_reachable_nodes
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,33
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,1550
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,2179
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,2607
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,2943
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,19
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,1276
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,1732
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,2207
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,2675
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,13
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,34
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,519
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,741
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,12
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,40
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,1362
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,2227
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,2867
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,3181
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,2478
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,2924
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,3283
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,37
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,1703
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,2605
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,3274
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,3646
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,1312
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,1613
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,1993
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,2157
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,14
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,1383
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,2130
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,2545
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,2792
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,1600
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,2034
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,2499
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,2845
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,837
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,1535
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,2178
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,2596
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,2907
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,1045
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,1604
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,2273
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,2692
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,3118
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,630
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,805
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,1343
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,1103
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,1783
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,2080
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,2463
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,22
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,1527
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,1948
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,2370
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,2645
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,36
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,1402
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,2132
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,2376
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,2620
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,22
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,1412
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,2366
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,2756
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,52
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,217
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,1636
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,1778
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,14
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,1208
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,1507
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,1849
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,702
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,1863
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,2560
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,2915
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,19
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,473
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,730
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,1148
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,12
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,1149
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,2111
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,2674
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,3385
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,3863
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,40
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,1221
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,1751
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,2253
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,2622
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,50
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,1060
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,1914
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,2354
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,2786
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,1292
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,1812
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,2107
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,2432
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_888.network,11
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_888.network,811
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_888.network,1225
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_888.network,2009
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_888.network,2590
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_888.network,3002
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_889.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_889.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_889.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_889.network,1048
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_889.network,1328
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_889.network,1615
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_890.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_890.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_890.network,844
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_890.network,1262
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_890.network,1732
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_890.network,1990
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_891.network,20
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_891.network,863
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_891.network,1600
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_891.network,2449
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_891.network,2971
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_891.network,3405
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_892.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_892.network,978
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_892.network,1457
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_892.network,2231
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_892.network,2783
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_892.network,3168
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_893.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_893.network,15
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_893.network,29
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_893.network,342
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_893.network,433
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_893.network,1006
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_894.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_894.network,13
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_894.network,39
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_894.network,1658
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_894.network,2097
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_894.network,2382
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_895.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_895.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_895.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_895.network,1735
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_895.network,2042
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_895.network,2319
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_896.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_896.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_896.network,18
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_896.network,1822
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_896.network,2379
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_896.network,2680
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_897.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_897.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_897.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_897.network,4
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_897.network,2047
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_897.network,2260
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_898.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_898.network,11
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_898.network,846
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_898.network,2109
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_898.network,2594
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_898.network,2899
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_899.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_899.network,19
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_899.network,766
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_899.network,1112
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_899.network,1496
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_899.network,1719
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_900.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_900.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_900.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_900.network,1689
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_900.network,1915
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_900.network,2641
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_901.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_901.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_901.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_901.network,1336
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_901.network,1657
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_901.network,1935
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_902.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_902.network,14
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_902.network,1400
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_902.network,2007
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_902.network,2532
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_902.network,2896
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_903.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_903.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_903.network,19
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_903.network,1137
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_903.network,1527
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_903.network,1848
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_904.network,11
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_904.network,897
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_904.network,1596
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_904.network,2296
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_904.network,3016
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_904.network,3550
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_905.network,26
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_905.network,570
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_905.network,1562
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_905.network,2537
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_905.network,3201
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_905.network,3745
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_906.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_906.network,14
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_906.network,1834
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_906.network,2282
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_906.network,2687
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_906.network,3003
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_907.network,14
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_907.network,81
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_907.network,1798
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_907.network,2587
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_907.network,2979
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_907.network,3424
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_908.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_908.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_908.network,334
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_908.network,613
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_908.network,1116
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_908.network,1631
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_909.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_909.network,15
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_909.network,28
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_909.network,2074
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_909.network,2383
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_909.network,2538
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_910.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_910.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_910.network,337
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_910.network,1798
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_910.network,2651
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_910.network,3138
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_911.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_911.network,18
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_911.network,1220
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_911.network,1829
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_911.network,2310
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_911.network,2629
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_912.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_912.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_912.network,242
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_912.network,573
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_912.network,1110
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_912.network,1240
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_913.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_913.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_913.network,51
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_913.network,116
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_913.network,820
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_913.network,1139
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_914.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_914.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_914.network,1492
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_914.network,2296
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_914.network,2596
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_914.network,2888
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_915.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_915.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_915.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_915.network,1982
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_915.network,2288
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_915.network,2594
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_916.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_916.network,682
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_916.network,1362
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_916.network,1819
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_916.network,2393
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_916.network,2740
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_917.network,13
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_917.network,24
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_917.network,55
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_917.network,2164
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_917.network,2469
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_917.network,2713
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_918.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_918.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_918.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_918.network,1066
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_918.network,1645
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_918.network,1862
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_919.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_919.network,33
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_919.network,718
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_919.network,1511
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_919.network,2197
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_919.network,2525
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_920.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_920.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_920.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_920.network,28
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_920.network,786
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_920.network,904
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_921.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_921.network,12
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_921.network,1018
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_921.network,1621
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_921.network,2106
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_921.network,2477
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_922.network,12
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_922.network,336
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_922.network,1702
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_922.network,2304
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_922.network,2751
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_922.network,3153
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_923.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_923.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_923.network,10
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_923.network,14
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_923.network,16
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_923.network,1584
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_924.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_924.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_924.network,113
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_924.network,2006
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_924.network,2255
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_924.network,2482
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_925.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_925.network,10
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_925.network,1370
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_925.network,2034
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_925.network,2501
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_925.network,2840
